"","State","Year","Month","civil_noninstitutionalpop","laborforce","percentlaborforce","totalemploy","peremploy","totalunemploy","unemployrate"
"23592","Colorado","2013","February",4040427,2766571,68.5,2569980,63.6,196591,7.1
"23593","Connecticut","2013","February",2852199,1863324,65.3,1714559,60.1,148765,8
"23594","Delaware","2013","February",725592,442711,61,410830,56.6,31881,7.2
"23595","District of Columbia","2013","February",534005,375263,70.3,342544,64.1,32719,8.7
"23596","Florida","2013","February",15624133,9411761,60.2,8697259,55.7,714502,7.6
"23597","Georgia","2013","February",7542438,4769324,63.2,4364886,57.9,404438,8.5
"23598","Hawaii","2013","February",1070891,644972,60.2,612755,57.2,32217,5
"23599","Idaho","2013","February",1203302,769044,63.9,719177,59.8,49867,6.5
"23600","Illinois","2013","February",10011190,6581490,65.7,5976365,59.7,605125,9.2
"23601","Indiana","2013","February",5052672,3185300,63,2920103,57.8,265197,8.3
"23602","Iowa","2013","February",2399055,1658221,69.1,1576942,65.7,81279,4.9
"23603","Kansas","2013","February",2181118,1485469,68.1,1404169,64.4,81300,5.5
"23604","Kentucky","2013","February",3397816,2056466,60.5,1890052,55.6,166414,8.1
"23605","Louisiana","2013","February",3518086,2099883,59.7,1951271,55.5,148612,7.1
"23606","Maine","2013","February",1084637,705604,65.1,656234,60.5,49370,7
"23607","Maryland","2013","February",4632592,3130044,67.6,2917837,63,212207,6.8
"23608","Massachusetts","2013","February",5381898,3492365,64.9,3256435,60.5,235930,6.8
"23609","Michigan","2013","February",7803625,4709373,60.3,4291175,55,418198,8.9
"23610","Minnesota","2013","February",4210482,2970236,70.5,2818244,66.9,151992,5.1
"23611","Mississippi","2013","February",2260887,1281820,56.7,1167800,51.7,114020,8.9
"23612","Missouri","2013","February",4683556,3011258,64.3,2810665,60,200593,6.7
"23613","Montana","2013","February",797132,510934,64.1,482834,60.6,28100,5.5
"23614","Nebraska","2013","February",1419950,1020050,71.8,980371,69,39679,3.9
"23615","Nevada","2013","February",2153973,1381337,64.1,1241454,57.6,139883,10.1
"23616","New Hampshire","2013","February",1069676,741946,69.4,702154,65.6,39792,5.4
"23617","New Jersey","2013","February",6999609,4572246,65.3,4173684,59.6,398562,8.7
"23618","New Mexico","2013","February",1595595,926236,58,862682,54.1,63554,6.9
"23619","New York","2013","February",15657858,9653130,61.7,8889736,56.8,763394,7.9
"23622","North Dakota","2013","February",553959,404317,73,391963,70.8,12354,3.1
"23623","Ohio","2013","February",9042959,5715190,63.2,5285928,58.5,429262,7.5
"23624","Oklahoma","2013","February",2911430,1808326,62.1,1712356,58.8,95970,5.3
"23625","Oregon","2013","February",3118983,1911913,61.3,1752709,56.2,159204,8.3
"23626","Pennsylvania","2013","February",10176863,6473357,63.6,5984267,58.8,489090,7.6
"23627","Rhode Island","2013","February",847487,556463,65.7,504694,59.6,51769,9.3
"23628","South Carolina","2013","February",3687623,2185941,59.3,2005239,54.4,180702,8.3
"23629","South Dakota","2013","February",637921,443780,69.6,426585,66.9,17195,3.9
"23630","Tennessee","2013","February",5050479,3083771,61.1,2837399,56.2,246372,8
"23631","Texas","2013","February",19571521,12809459,65.4,11989233,61.3,820226,6.4
"23632","Utah","2013","February",2053041,1392774,67.8,1326162,64.6,66612,4.8
"23633","Vermont","2013","February",512593,351892,68.6,336030,65.6,15862,4.5
"23634","Virginia","2013","February",6369140,4225333,66.3,3985451,62.6,239882,5.7
"23635","Washington","2013","February",5421894,3459096,63.8,3208851,59.2,250245,7.2
"23636","West Virginia","2013","February",1486265,802157,54,746037,50.2,56120,7
"23637","Wisconsin","2013","February",4501855,3082784,68.5,2870210,63.8,212574,6.9
"23638","Wyoming","2013","February",447697,306432,68.4,291238,65.1,15194,5
"23639","Alabama","2013","March",3759603,2159126,57.4,2003042,53.3,156084,7.2
"23640","Alaska","2013","March",538013,364751,67.8,339651,63.1,25100,6.9
"23641","Arizona","2013","March",5061149,3015659,59.6,2783632,55,232027,7.7
"23642","Arkansas","2013","March",2271587,1312369,57.8,1215394,53.5,96975,7.4
"23643","California","2013","March",29669174,18635548,62.8,16923441,57,1712107,9.2
"23645","Colorado","2013","March",4046002,2767881,68.4,2574065,63.6,193816,7
"23646","Connecticut","2013","March",2852871,1862904,65.3,1715424,60.1,147480,7.9
"23647","Delaware","2013","March",726148,441996,60.9,410471,56.5,31525,7.1
"23648","District of Columbia","2013","March",534737,375173,70.2,342548,64.1,32625,8.7
"23649","Florida","2013","March",15640043,9413743,60.2,8711150,55.7,702593,7.5
"23650","Georgia","2013","March",7548212,4764558,63.1,4364115,57.8,400443,8.4
"23651","Hawaii","2013","March",1071446,645278,60.2,613525,57.3,31753,4.9
"23652","Idaho","2013","March",1204497,769276,63.9,719958,59.8,49318,6.4
"23653","Illinois","2013","March",10013083,6574295,65.7,5970563,59.6,603732,9.2
"23654","Indiana","2013","March",5054904,3186653,63,2925141,57.9,261512,8.2
"23655","Iowa","2013","March",2400033,1662160,69.3,1580907,65.9,81253,4.9
"23656","Kansas","2013","March",2181503,1485332,68.1,1404660,64.4,80672,5.4
"23657","Kentucky","2013","March",3399175,2055537,60.5,1888770,55.6,166767,8.1
"23658","Louisiana","2013","March",3519562,2101926,59.7,1952780,55.5,149146,7.1
"23659","Maine","2013","March",1084742,706351,65.1,657562,60.6,48789,6.9
"23660","Maryland","2013","March",4635650,3129537,67.5,2918400,63,211137,6.7
"23661","Massachusetts","2013","March",5385963,3495535,64.9,3258406,60.5,237129,6.8
"23662","Michigan","2013","March",7805454,4715791,60.4,4301063,55.1,414728,8.8
"23663","Minnesota","2013","March",4213086,2970369,70.5,2820617,66.9,149752,5
"23664","Mississippi","2013","March",2261496,1277360,56.5,1164397,51.5,112963,8.8
"23665","Missouri","2013","March",4684760,3011936,64.3,2812195,60,199741,6.6
"23666","Montana","2013","March",797695,511549,64.1,483570,60.6,27979,5.5
"23667","Nebraska","2013","March",1420637,1020022,71.8,980561,69,39461,3.9
"23668","Nevada","2013","March",2156515,1381722,64.1,1243601,57.7,138121,10
"23669","New Hampshire","2013","March",1069978,741782,69.3,702588,65.7,39194,5.3
"23670","New Jersey","2013","March",7002224,4562986,65.2,4172380,59.6,390606,8.6
"23671","New Mexico","2013","March",1595792,924597,57.9,861671,54,62926,6.8
"23672","New York","2013","March",15664351,9653317,61.6,8900045,56.8,753272,7.8
"23675","North Dakota","2013","March",555123,405123,73,392849,70.8,12274,3
"23676","Ohio","2013","March",9044598,5718582,63.2,5289253,58.5,429329,7.5
"23677","Oklahoma","2013","March",2913376,1808119,62.1,1712050,58.8,96069,5.3
"23678","Oregon","2013","March",3121192,1908996,61.2,1752421,56.1,156575,8.2
"23679","Pennsylvania","2013","March",10177459,6465795,63.5,5984990,58.8,480805,7.4
"23680","Rhode Island","2013","March",847525,556116,65.6,504715,59.6,51401,9.2
"23681","South Carolina","2013","March",3691236,2186046,59.2,2007971,54.4,178075,8.1
"23682","South Dakota","2013","March",638528,443901,69.5,426881,66.9,17020,3.8
"23683","Tennessee","2013","March",5053420,3079156,60.9,2832580,56.1,246576,8
"23684","Texas","2013","March",19599260,12827132,65.4,12010523,61.3,816609,6.4
"23685","Utah","2013","March",2056247,1395982,67.9,1330396,64.7,65586,4.7
"23686","Vermont","2013","March",512676,351662,68.6,335929,65.5,15733,4.5
"23687","Virginia","2013","March",6373573,4225859,66.3,3986783,62.6,239076,5.7
"23688","Washington","2013","March",5426375,3459587,63.8,3211431,59.2,248156,7.2
"23689","West Virginia","2013","March",1485936,800535,53.9,746040,50.2,54495,6.8
"23690","Wisconsin","2013","March",4503374,3084833,68.5,2873032,63.8,211801,6.9
"23691","Wyoming","2013","March",448042,306377,68.4,291437,65,14940,4.9
"23692","Alabama","2013","April",3760974,2156495,57.3,2003596,53.3,152899,7.1
"23693","Alaska","2013","April",538096,364767,67.8,339684,63.1,25083,6.9
"23694","Arizona","2013","April",5067097,3018320,59.6,2787877,55,230443,7.6
"23695","Arkansas","2013","April",2272270,1311255,57.7,1214537,53.5,96718,7.4
"23696","California","2013","April",29697894,18643296,62.8,16953093,57.1,1690203,9.1
"23698","Colorado","2013","April",4051671,2769923,68.4,2578536,63.6,191387,6.9
"23699","Connecticut","2013","April",2853708,1863812,65.3,1717416,60.2,146396,7.9
"23700","Delaware","2013","April",726771,441418,60.7,410366,56.5,31052,7
"23701","District of Columbia","2013","April",535522,374874,70,342425,63.9,32449,8.7
"23702","Florida","2013","April",15656735,9421285,60.2,8730021,55.8,691264,7.3
"23703","Georgia","2013","April",7554348,4760802,63,4364996,57.8,395806,8.3
"23704","Hawaii","2013","April",1071909,645915,60.3,614559,57.3,31356,4.9
"23705","Idaho","2013","April",1205736,769705,63.8,720916,59.8,48789,6.3
"23706","Illinois","2013","April",10015657,6569302,65.6,5969094,59.6,600208,9.1
"23707","Indiana","2013","April",5057380,3187965,63,2931826,58,256139,8
"23708","Iowa","2013","April",2401116,1666379,69.4,1585414,66,80965,4.9
"23709","Kansas","2013","April",2181901,1485260,68.1,1405188,64.4,80072,5.4
"23710","Kentucky","2013","April",3400680,2054446,60.4,1887560,55.5,166886,8.1
"23711","Louisiana","2013","April",3521212,2103024,59.7,1955127,55.5,147897,7
"23712","Maine","2013","April",1084870,707061,65.2,658867,60.7,48194,6.8
"23713","Maryland","2013","April",4638932,3128601,67.4,2919099,62.9,209502,6.7
"23714","Massachusetts","2013","April",5390281,3499884,64.9,3261996,60.5,237888,6.8
"23715","Michigan","2013","April",7807676,4722322,60.5,4311089,55.2,411233,8.7
"23716","Minnesota","2013","April",4215957,2970137,70.4,2822542,66.9,147595,5
"23717","Mississippi","2013","April",2262243,1273270,56.3,1161861,51.4,111409,8.7
"23718","Missouri","2013","April",4686209,3013827,64.3,2814364,60.1,199463,6.6
"23719","Montana","2013","April",798304,511908,64.1,484044,60.6,27864,5.4
"23720","Nebraska","2013","April",1421379,1020049,71.8,980804,69,39245,3.8
"23721","Nevada","2013","April",2159150,1382328,64,1246067,57.7,136261,9.9
"23722","New Hampshire","2013","April",1070339,741603,69.3,703054,65.7,38549,5.2
"23723","New Jersey","2013","April",7005282,4555316,65,4171655,59.6,383661,8.4
"23724","New Mexico","2013","April",1596057,923116,57.8,860735,53.9,62381,6.8
"23725","New York","2013","April",15671806,9658529,61.6,8914554,56.9,743975,7.7
"23728","North Dakota","2013","April",556317,405789,72.9,393644,70.8,12145,3
"23729","Ohio","2013","April",9046735,5722083,63.3,5294525,58.5,427558,7.5
"23730","Oklahoma","2013","April",2915467,1808489,62,1712597,58.7,95892,5.3
"23731","Oregon","2013","April",3123528,1907440,61.1,1753361,56.1,154079,8.1
"23732","Pennsylvania","2013","April",10178561,6459614,63.5,5987333,58.8,472281,7.3
"23733","Rhode Island","2013","April",847612,555964,65.6,504699,59.5,51265,9.2
"23734","South Carolina","2013","April",3695001,2186217,59.2,2011415,54.4,174802,8
"23735","South Dakota","2013","April",639174,444082,69.5,427180,66.8,16902,3.8
"23736","Tennessee","2013","April",5056574,3074910,60.8,2829885,56,245025,8
"23737","Texas","2013","April",19627980,12844206,65.4,12034914,61.3,809292,6.3
"23738","Utah","2013","April",2059553,1399296,67.9,1334637,64.8,64659,4.6
"23739","Vermont","2013","April",512802,351521,68.5,335863,65.5,15658,4.5
"23740","Virginia","2013","April",6378010,4228289,66.3,3990072,62.6,238217,5.6
"23741","Washington","2013","April",5430935,3460710,63.7,3214658,59.2,246052,7.1
"23742","West Virginia","2013","April",1485620,799253,53.8,746111,50.2,53142,6.6
"23743","Wisconsin","2013","April",4505198,3086720,68.5,2876733,63.9,209987,6.8
"23744","Wyoming","2013","April",448371,306356,68.3,291679,65.1,14677,4.8
"23745","Alabama","2013","May",3762533,2154354,57.3,2003706,53.3,150648,7
"23746","Alaska","2013","May",538590,364886,67.7,339791,63.1,25095,6.9
"23747","Arizona","2013","May",5073345,3021664,59.6,2792771,55,228893,7.6
"23748","Arkansas","2013","May",2273056,1309976,57.6,1213579,53.4,96397,7.4
"23749","California","2013","May",29728518,18652434,62.7,16980758,57.1,1671676,9
"23751","Colorado","2013","May",4058004,2772119,68.3,2582834,63.6,189285,6.8
"23752","Connecticut","2013","May",2854665,1865462,65.3,1720035,60.3,145427,7.8
"23753","Delaware","2013","May",727405,441067,60.6,410582,56.4,30485,6.9
"23754","District of Columbia","2013","May",536316,374405,69.8,342155,63.8,32250,8.6
"23755","Florida","2013","May",15674814,9430924,60.2,8749680,55.8,681244,7.2
"23756","Georgia","2013","May",7561378,4757442,62.9,4366487,57.7,390955,8.2
"23757","Hawaii","2013","May",1073268,646930,60.3,615856,57.4,31074,4.8
"23758","Idaho","2013","May",1207022,770257,63.8,721988,59.8,48269,6.3
"23759","Illinois","2013","May",10018686,6566181,65.5,5969844,59.6,596337,9.1
"23760","Indiana","2013","May",5059893,3189422,63,2939337,58.1,250085,7.8
"23761","Iowa","2013","May",2402296,1670404,69.5,1590093,66.2,80311,4.8
"23762","Kansas","2013","May",2182806,1485239,68,1405732,64.4,79507,5.4
"23763","Kentucky","2013","May",3402550,2052957,60.3,1886107,55.4,166850,8.1
"23764","Louisiana","2013","May",3523099,2103392,59.7,1958007,55.6,145385,6.9
"23765","Maine","2013","May",1085029,707687,65.2,660081,60.8,47606,6.7
"23766","Maryland","2013","May",4642528,3127306,67.4,2919772,62.9,207534,6.6
"23767","Massachusetts","2013","May",5394748,3503965,65,3266066,60.5,237899,6.8
"23768","Michigan","2013","May",7809869,4728388,60.5,4319696,55.3,408692,8.6
"23769","Minnesota","2013","May",4218835,2969913,70.4,2824318,66.9,145595,4.9
"23770","Mississippi","2013","May",2263221,1269355,56.1,1159768,51.2,109587,8.6
"23771","Missouri","2013","May",4687991,3016079,64.3,2816463,60.1,199616,6.6
"23772","Montana","2013","May",798986,512031,64.1,484295,60.6,27736,5.4
"23773","Nebraska","2013","May",1422282,1020085,71.7,981085,69,39000,3.8
"23774","Nevada","2013","May",2161939,1382996,64,1248617,57.8,134379,9.7
"23775","New Hampshire","2013","May",1070739,741412,69.2,703477,65.7,37935,5.1
"23776","New Jersey","2013","May",7008347,4548735,64.9,4170478,59.5,378257,8.3
"23777","New Mexico","2013","May",1596507,921884,57.7,859805,53.9,62079,6.7
"23778","New York","2013","May",15679265,9666893,61.7,8929106,56.9,737787,7.6
"23781","North Dakota","2013","May",557712,406305,72.9,394338,70.7,11967,2.9
"23782","Ohio","2013","May",9048893,5725110,63.3,5299459,58.6,425651,7.4
"23783","Oklahoma","2013","May",2917891,1808870,62,1713290,58.7,95580,5.3
"23784","Oregon","2013","May",3125906,1906865,61,1754985,56.1,151880,8
"23785","Pennsylvania","2013","May",10179848,6454520,63.4,5989625,58.8,464895,7.2
"23786","Rhode Island","2013","May",847784,556002,65.6,504722,59.5,51280,9.2
"23787","South Carolina","2013","May",3699466,2186632,59.1,2015389,54.5,171243,7.8
"23788","South Dakota","2013","May",639893,444316,69.4,427500,66.8,16816,3.8
"23789","Tennessee","2013","May",5060050,3070684,60.7,2828115,55.9,242569,7.9
"23790","Texas","2013","May",19658502,12859600,65.4,12059219,61.3,800381,6.2
"23791","Utah","2013","May",2062889,1402566,68,1338679,64.9,63887,4.6
"23792","Vermont","2013","May",512957,351421,68.5,335814,65.5,15607,4.4
"23793","Virginia","2013","May",6384731,4231553,66.3,3993959,62.6,237594,5.6
"23794","Washington","2013","May",5436529,3461956,63.7,3217890,59.2,244066,7
"23795","West Virginia","2013","May",1485399,798315,53.7,746085,50.2,52230,6.5
"23796","Wisconsin","2013","May",4507034,3088072,68.5,2880401,63.9,207671,6.7
"23797","Wyoming","2013","May",448822,306359,68.3,291925,65,14434,4.7
"23798","Alabama","2013","June",3764360,2152777,57.2,2003004,53.2,149773,7
"23799","Alaska","2013","June",538563,365058,67.8,339910,63.1,25148,6.9
"23800","Arizona","2013","June",5079895,3025115,59.6,2797445,55.1,227670,7.5
"23801","Arkansas","2013","June",2274062,1308433,57.5,1212507,53.3,95926,7.3
"23802","California","2013","June",29759836,18659993,62.7,17003662,57.1,1656331,8.9
"23804","Colorado","2013","June",4064019,2773810,68.3,2586553,63.6,187257,6.8
"23805","Connecticut","2013","June",2855889,1867060,65.4,1722709,60.3,144351,7.7
"23806","Delaware","2013","June",728101,440999,60.6,411134,56.5,29865,6.8
"23807","District of Columbia","2013","June",537159,373811,69.6,341741,63.6,32070,8.6
"23808","Florida","2013","June",15693639,9438799,60.1,8766396,55.9,672403,7.1
"23809","Georgia","2013","June",7568096,4753403,62.8,4367574,57.7,385829,8.1
"23810","Hawaii","2013","June",1073597,648303,60.4,617349,57.5,30954,4.8
"23811","Idaho","2013","June",1208436,770920,63.8,723182,59.8,47738,6.2
"23812","Illinois","2013","June",10022647,6563900,65.5,5970849,59.6,593051,9
"23813","Indiana","2013","June",5063198,3191499,63,2947353,58.2,244146,7.6
"23814","Iowa","2013","June",2403851,1673901,69.6,1594540,66.3,79361,4.7
"23815","Kansas","2013","June",2183440,1485236,68,1406355,64.4,78881,5.3
"23816","Kentucky","2013","June",3404452,2050877,60.2,1884184,55.3,166693,8.1
"23817","Louisiana","2013","June",3525028,2103387,59.7,1961148,55.6,142239,6.8
"23818","Maine","2013","June",1085321,708186,65.3,661138,60.9,47048,6.6
"23819","Maryland","2013","June",4646218,3125842,67.3,2920357,62.9,205485,6.6
"23820","Massachusetts","2013","June",5400000,3506563,64.9,3269630,60.5,236933,6.8
"23821","Michigan","2013","June",7813332,4733498,60.6,4326183,55.4,407315,8.6
"23822","Minnesota","2013","June",4222417,2970114,70.3,2826386,66.9,143728,4.8
"23823","Mississippi","2013","June",2264142,1265581,55.9,1157730,51.1,107851,8.5
